Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Profession,Notes,Valid?
1623854,N/D,OF-6,Assistant Chief of Staff Warfare (ACOS W),"To coordinate the cross cutting issues regarding the integration and development of the capability, tactics and procedures to make sure that the war fighting edge of the Royal Navy is sustained.",Ministry of Defence,Ministry of Defence,Navy Command TLB,02392 628695,FLEET-DCS FOICELL-f@MOD.UK,1119941,3772339,1,N/D,,,Military,1*/SCS1 salaries are not declared (N/D),1
1058619,N/D,OF-8,Chief of Joint Operations,Chief of Joint Operations,Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,109715,221540,1,N/D,,,Military,,1
1058623,N/D,OF-7,Chief of Staff Operations,"Chief of Staff - (Operations) Deputy to Chief of Joint Operations - COS(Ops) is responsible for executing CJO’s primary role; the planning and execution of operations and, by dint of this, is the primus inter-pares of the HQ two-stars and has ultimate responsibility for the coordination, prioritisation and coherence of all staff effort within the HQ",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058619,138678,1,N/D,,,Military,,1
1592539,N/D,OF-7,Chief of Staff Joint Warfare Development,"Chief of Staff Joint Warfare Development - COS(JWD) undertakes, as discrete tasks, oversight of the development of Joint Warfare Development and of the PJOBs. His supporting tasks include both support to current operations and peacetime HQ functions",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058619,4606649,1,N/D,,,Military,,1
1058157,Air Vice Marshal Graham Stacey,OF-7,Commander British Forces Cyprus,Commander British Forces Cyprus,Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058619,93983,1,N/D,,,Military,,1
94472,N/D,SCS2,Command Secretary,"Permanent Joint Headquarters (united Kingdom) Command Secretary - Comd Sec provides policy, legal, presentational, financial and civilian human resources advice to CJO.",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058619,78180,1,80000,84999,,Finance,,1
1058631,N/D,OF-6,Assistant Chief of Staff Intelligence (J2),"To provide authoritative, relevant, and timely, fused intelligence and security product that identifies campaign risks and opportunities to CJO and subordinate commanders IOT support, inform and influence operational decision-making.",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058623,2555335,1,N/D,,,Military,1*/SCS1 salaries are not declared (N/D),1
1058635,N/D,OF-6,Assistant Chief of Staff Operations (J3),"The direction of all UK joint and combined operations.Theatre Operational Assessment, Force Protection, Operational Risk Analysis and Theatre Capability reviews",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058623,6240959,1,N/D,,,Military,1*/SCS1 salaries are not declared (N/D),1
1058645,N/D,OF-6,Assistant Chief of Staff Policy & Plans (J5),Crisis and Contingency Planning. PJHQ operational-level deliberate and contingency planning and campaign development. The provision of OA support to operations and planning. Developing the capability of the PJHQ as an EU OHQ.Managing J5 manpower and delegated budget efficiently within agreed limits.,Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058623,2785342,1,N/D,,,Military,1*/SCS1 salaries are not declared (N/D),1
1617367,N/D,OF-6,Assistant Chief of Staff Personnel/Admin & Logistics (J1/J4),"Personnel/Logistics/Medical/Infrastructure. All logistic aspects of the planning, deployment, sustainment and recovery of UK-led joint, potentially joint, combined and multinational operations. J1/J4 support to PJOBs. Managing J1/J4 manpower and delegated budget efficiently within agreed limits. Issues of logistics propriety",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058623,4028649,1,N/D,,,Military,1*/SCS1 salaries are not declared (N/D),1
1058655,N/D,OF-6,Assistant Chief of Staff Communications (J6),"Communication and Information Systems. Planning, directing, deploying, sustaining and recovery of J6 capabilities in support of CJO’s mission, ensuring output is operationally focussed and responsive.Introduction of DII(F) and (FD) across CJO TLB. Managing J6 manpower and delegated budget efficiently within agreed limits.",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058623,2673910,1,N/D,,,Military,1*/SCS1 salaries are not declared (N/D),1
1058640,N/D,OF-6,Assistant Chief of Staff Intelligence Doctrine & Training (J7),"Joint Training and Preparation. Delivery of Joint Force training for CJO, including Exercise JOINT VENTURE. Delivery of continuation training for CJO’s Joint Force Command Group. Delivery of Joint Mission Preparation for forces deploying on operations to meet the standards prescribed by the Joint Commander. Managing J7 manpower and delegated budget efficiently within agreed limits.",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058623,3911980,1,N/D,,,Military,1*/SCS1 salaries are not declared (N/D),1
1058663,N/D,OF-6,Commander Joint Force Logistics Operations,Standing Deployable Logistic Component Commander. Preparing and delivering JFLogCHQ for all medium and potentially large scale operations in order to support UK Defence’s response to crises worldwide. Delivery of an alternative option for the UK national JTFHQ potentially for small scale operations that are dominated by logistic activity. Command JFLogCHQ manpower and delegated budget efficiently within agreed limits.Through COS(Ops) to CJO when on operations.,Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1592539,1276365,1,N/D,,,Military,1*/SCS1 salaries are not declared (N/D),1
1058650,N/D,OF-6,Commander Joint Force Operations,"(including training and exploiting Lessons) and delivering JFHQ at very high readiness in order to support UK Defence’s response to crises worldwide. OPCON of JTFHQ Standing Elements (Communications, J2, Life Support). Commanding JFHQ manpower and delegated budget efficiently within agreed limits. Through COS(Ops) to CJO when on operations.",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1592539,2807177,1,N/D,,,Military,1*/SCS1 salaries are not declared (N/D),1
1119832,N/D,OF-6,Commander British Force Gibraltar,Commander British Forces Gibraltar,Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058619,29280644,1,N/D,,,Military,Total Salary costs include LECs with negotiable pay. 1*/SCS1 salaries are not declared (N/D),1
1029456,N/D,OF-6,Commander British Forces South Atlantic Islands,Commander British Forces South Atlantic Islands,Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058619,29968530,1,N/D,,,Military,Total Salary costs include LECs with negotiable pay. 1*/SCS1 salaries are not declared (N/D),1
1058162,N/D,OF-6,Deputy Commander British Forces Cyprus,Deputy Commander British Forces Cyprus,Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058157,85711584,1,N/D,,,Military,Total Salary costs include LECs with negotiable pay. 1*/SCS1 salaries are not declared (N/D),1
94113,N/D,SCS1,Command Secretary British Forces Cyprus,Command Secretary British Forces Cyprus,Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,1058157,14756222,1,N/D,,,Finance,Total Salary costs include LECs with negotiable pay. 1*/SCS1 salaries are not declared (N/D),1
171528,N/D,SCS1,Deputy Command Secretary,Permanent Joint Headquarters (United Kingdom) Deputy Command Secretary,Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,94472,1135670,1,N/D,,,Finance,1*/SCS1 salaries are not declared (N/D),1
191133,N/D,SCS1,Assistant Chief of Staff Finance (J8),"Finance and Human Resources. Financial and planning support and guidance to CJO in order to assist him with the discharge of his responsibilities for FY management of the CJO TLB. Financial support and advice on all aspects of operational finance. Alongside ACOS J1/J4, issues of logistics propriety. The Role Manager/Role Owner function for all deployed Finance, CivSec and commercial staff. Planning and programming of all estate-related expenditure on the PJOBs. Managing J8 manpower and delegated budget efficiently within agreed limits.",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,94472,955121,1,N/D,,,Finance,1*/SCS1 salaries are not declared (N/D),1
94536,N/D,SCS1,Assitant Chief of Staff Operational Policy/Legal/Media (J9),"Policy, Legal, Media. Providing politically aware advice in support of current and future operations and the PJOBs. Ensuring that Ministers are kept fully informed of all operational developments. Ensuring that all operational PJHQ activity takes account of policy aspects, including operational legal advice and public presentation implications. Managing J9 manpower and delegated budget efficiently within agreed limits",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,94472,1302882,1,N/D,,,Communications,1*/SCS1 salaries are not declared (N/D),1
139151,N/D,SCS1,Attorney General Legal Adviser,"Attorney General, Legal Advisor covering Sovereign Base Areas.",Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,94113,N/D,1,N/D,,,Law,Reports to 1* Comd Sec Cyprus. Less than 5 in team so Salary Cost of Reports recorded under 1* Comd Sec Cyprus.,1
155674,N/D,SCS1,Head of Northwood Development Project,Head of Northwood Development Project,Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,01923 955925,PJHQ-J9-FOI@mod.uk,94472,0,1,N/D,,,Programme and Project Management (PPM),1*/SCS1 salaries are not declared (N/D),1
1167535,General Sir P Wall,OF-9,Chief of the General Staff,"CGS is the professional head of the Army. He is responsible for generating a balanced and integrated Army capability, and for maintaining the fighting effectiveness, efficiency and morale of the Service. He reports to the Chief of the Defence Staff (CDS). As a member of the Defence Council and the Army Board, the Defence Ministerial Committee, the Defence Board, the Chiefs of Staff Committee and the Senior Appointments Committee he contributes to the conduct of Defence higher level business, with a particular responsibility for providing specialist advice on Army matters. He chairs the Executive Committee of the Army Board.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,XX,11035015,1,N/D,,,Military,,1
